"source_ID","source_EntityType","qual","target_ID","target_EntityType","EntityType","ID",":LABEL","id:ID"
"cr976","Container","CR contains HU","hu5073","Handling Unit","(Container,Handling Unit)","(cr976,hu5073)","ENTITY","229028"
"cr976","Container","CR contains HU","hu5074","Handling Unit","(Container,Handling Unit)","(cr976,hu5074)","ENTITY","229029"
"cr976","Container","CR contains HU","hu5075","Handling Unit","(Container,Handling Unit)","(cr976,hu5075)","ENTITY","229030"
"cr976","Container","CR for TD","td279","Transport Document","(Container,Transport Document)","(cr976,td279)","ENTITY","229031"
"cr947","Container","CR contains HU","hu5076","Handling Unit","(Container,Handling Unit)","(cr947,hu5076)","ENTITY","229032"
"cr947","Container","CR contains HU","hu5077","Handling Unit","(Container,Handling Unit)","(cr947,hu5077)","ENTITY","229033"
"cr947","Container","CR contains HU","hu5078","Handling Unit","(Container,Handling Unit)","(cr947,hu5078)","ENTITY","229034"
"cr947","Container","CR contains HU","hu5079","Handling Unit","(Container,Handling Unit)","(cr947,hu5079)","ENTITY","229035"
"cr947","Container","CR for TD","td270","Transport Document","(Container,Transport Document)","(cr947,td270)","ENTITY","229036"
"cr973","Container","CR contains HU","hu5080","Handling Unit","(Container,Handling Unit)","(cr973,hu5080)","ENTITY","229037"
"cr973","Container","CR contains HU","hu5081","Handling Unit","(Container,Handling Unit)","(cr973,hu5081)","ENTITY","229038"
"cr973","Container","CR contains HU","hu5082","Handling Unit","(Container,Handling Unit)","(cr973,hu5082)","ENTITY","229039"
"cr973","Container","CR contains HU","hu5083","Handling Unit","(Container,Handling Unit)","(cr973,hu5083)","ENTITY","229040"
"cr973","Container","CR contains HU","hu5084","Handling Unit","(Container,Handling Unit)","(cr973,hu5084)","ENTITY","229041"
"cr973","Container","CR contains HU","hu5085","Handling Unit","(Container,Handling Unit)","(cr973,hu5085)","ENTITY","229042"
"cr973","Container","CR for TD","td279","Transport Document","(Container,Transport Document)","(cr973,td279)","ENTITY","229043"
"cr984","Container","CR contains HU","hu5086","Handling Unit","(Container,Handling Unit)","(cr984,hu5086)","ENTITY","229044"
"cr984","Container","CR contains HU","hu5087","Handling Unit","(Container,Handling Unit)","(cr984,hu5087)","ENTITY","229045"
"cr984","Container","CR contains HU","hu5088","Handling Unit","(Container,Handling Unit)","(cr984,hu5088)","ENTITY","229046"
"cr984","Container","CR contains HU","hu5089","Handling Unit","(Container,Handling Unit)","(cr984,hu5089)","ENTITY","229047"
"cr984","Container","CR contains HU","hu5090","Handling Unit","(Container,Handling Unit)","(cr984,hu5090)","ENTITY","229048"
"cr984","Container","CR contains HU","hu5091","Handling Unit","(Container,Handling Unit)","(cr984,hu5091)","ENTITY","229049"
"cr984","Container","CR for TD","td283","Transport Document","(Container,Transport Document)","(cr984,td283)","ENTITY","229050"
"cr972","Container","CR contains HU","hu5092","Handling Unit","(Container,Handling Unit)","(cr972,hu5092)","ENTITY","229051"
"cr972","Container","CR contains HU","hu5093","Handling Unit","(Container,Handling Unit)","(cr972,hu5093)","ENTITY","229052"
"cr972","Container","CR contains HU","hu5094","Handling Unit","(Container,Handling Unit)","(cr972,hu5094)","ENTITY","229053"
"cr972","Container","CR contains HU","hu5095","Handling Unit","(Container,Handling Unit)","(cr972,hu5095)","ENTITY","229054"
"cr972","Container","CR for TD","td278","Transport Document","(Container,Transport Document)","(cr972,td278)","ENTITY","229055"
"cr958","Container","CR contains HU","hu5096","Handling Unit","(Container,Handling Unit)","(cr958,hu5096)","ENTITY","229056"
"cr958","Container","CR contains HU","hu5097","Handling Unit","(Container,Handling Unit)","(cr958,hu5097)","ENTITY","229057"
"cr958","Container","CR for TD","td274","Transport Document","(Container,Transport Document)","(cr958,td274)","ENTITY","229058"
"cr953","Container","CR contains HU","hu5098","Handling Unit","(Container,Handling Unit)","(cr953,hu5098)","ENTITY","229059"
"cr953","Container","CR contains HU","hu5099","Handling Unit","(Container,Handling Unit)","(cr953,hu5099)","ENTITY","229060"
"cr953","Container","CR contains HU","hu5100","Handling Unit","(Container,Handling Unit)","(cr953,hu5100)","ENTITY","229061"
"cr953","Container","CR contains HU","hu5101","Handling Unit","(Container,Handling Unit)","(cr953,hu5101)","ENTITY","229062"
"cr953","Container","CR contains HU","hu5102","Handling Unit","(Container,Handling Unit)","(cr953,hu5102)","ENTITY","229063"
"cr953","Container","CR contains HU","hu5103","Handling Unit","(Container,Handling Unit)","(cr953,hu5103)","ENTITY","229064"
"cr953","Container","CR for TD","td273","Transport Document","(Container,Transport Document)","(cr953,td273)","ENTITY","229065"
"cr983","Container","CR contains HU","hu5104","Handling Unit","(Container,Handling Unit)","(cr983,hu5104)","ENTITY","229066"
"cr983","Container","CR contains HU","hu5105","Handling Unit","(Container,Handling Unit)","(cr983,hu5105)","ENTITY","229067"
"cr983","Container","CR contains HU","hu5106","Handling Unit","(Container,Handling Unit)","(cr983,hu5106)","ENTITY","229068"
"cr983","Container","CR for TD","td282","Transport Document","(Container,Transport Document)","(cr983,td282)","ENTITY","229069"
"cr954","Container","CR contains HU","hu5107","Handling Unit","(Container,Handling Unit)","(cr954,hu5107)","ENTITY","229070"
"cr954","Container","CR contains HU","hu5108","Handling Unit","(Container,Handling Unit)","(cr954,hu5108)","ENTITY","229071"
"cr954","Container","CR contains HU","hu5109","Handling Unit","(Container,Handling Unit)","(cr954,hu5109)","ENTITY","229072"
"cr954","Container","CR contains HU","hu5110","Handling Unit","(Container,Handling Unit)","(cr954,hu5110)","ENTITY","229073"
"cr954","Container","CR contains HU","hu5111","Handling Unit","(Container,Handling Unit)","(cr954,hu5111)","ENTITY","229074"
"cr954","Container","CR contains HU","hu5112","Handling Unit","(Container,Handling Unit)","(cr954,hu5112)","ENTITY","229075"
"cr954","Container","CR for TD","td274","Transport Document","(Container,Transport Document)","(cr954,td274)","ENTITY","229076"
"cr970","Container","CR contains HU","hu5113","Handling Unit","(Container,Handling Unit)","(cr970,hu5113)","ENTITY","229077"
"cr970","Container","CR contains HU","hu5114","Handling Unit","(Container,Handling Unit)","(cr970,hu5114)","ENTITY","229078"
"cr970","Container","CR contains HU","hu5115","Handling Unit","(Container,Handling Unit)","(cr970,hu5115)","ENTITY","229079"
"cr970","Container","CR contains HU","hu5116","Handling Unit","(Container,Handling Unit)","(cr970,hu5116)","ENTITY","229080"
"cr970","Container","CR contains HU","hu5117","Handling Unit","(Container,Handling Unit)","(cr970,hu5117)","ENTITY","229081"
"cr970","Container","CR contains HU","hu5118","Handling Unit","(Container,Handling Unit)","(cr970,hu5118)","ENTITY","229082"
"cr970","Container","CR for TD","td278","Transport Document","(Container,Transport Document)","(cr970,td278)","ENTITY","229083"
"cr965","Container","CR contains HU","hu5119","Handling Unit","(Container,Handling Unit)","(cr965,hu5119)","ENTITY","229084"
"cr965","Container","CR contains HU","hu5120","Handling Unit","(Container,Handling Unit)","(cr965,hu5120)","ENTITY","229085"
"cr965","Container","CR contains HU","hu5121","Handling Unit","(Container,Handling Unit)","(cr965,hu5121)","ENTITY","229086"
"cr965","Container","CR contains HU","hu5122","Handling Unit","(Container,Handling Unit)","(cr965,hu5122)","ENTITY","229087"
"cr965","Container","CR contains HU","hu5123","Handling Unit","(Container,Handling Unit)","(cr965,hu5123)","ENTITY","229088"
"cr965","Container","CR contains HU","hu5124","Handling Unit","(Container,Handling Unit)","(cr965,hu5124)","ENTITY","229089"
"cr965","Container","CR for TD","td277","Transport Document","(Container,Transport Document)","(cr965,td277)","ENTITY","229090"
"cr967","Container","CR contains HU","hu5125","Handling Unit","(Container,Handling Unit)","(cr967,hu5125)","ENTITY","229091"
"cr967","Container","CR contains HU","hu5126","Handling Unit","(Container,Handling Unit)","(cr967,hu5126)","ENTITY","229092"
"cr967","Container","CR contains HU","hu5127","Handling Unit","(Container,Handling Unit)","(cr967,hu5127)","ENTITY","229093"
"cr967","Container","CR contains HU","hu5128","Handling Unit","(Container,Handling Unit)","(cr967,hu5128)","ENTITY","229094"
"cr967","Container","CR contains HU","hu5129","Handling Unit","(Container,Handling Unit)","(cr967,hu5129)","ENTITY","229095"
"cr967","Container","CR for TD","td277","Transport Document","(Container,Transport Document)","(cr967,td277)","ENTITY","229096"
"cr987","Container","CR contains HU","hu5130","Handling Unit","(Container,Handling Unit)","(cr987,hu5130)","ENTITY","229097"
"cr987","Container","CR contains HU","hu5131","Handling Unit","(Container,Handling Unit)","(cr987,hu5131)","ENTITY","229098"
"cr987","Container","CR contains HU","hu5132","Handling Unit","(Container,Handling Unit)","(cr987,hu5132)","ENTITY","229099"
"cr987","Container","CR contains HU","hu5133","Handling Unit","(Container,Handling Unit)","(cr987,hu5133)","ENTITY","229100"
"cr987","Container","CR contains HU","hu5134","Handling Unit","(Container,Handling Unit)","(cr987,hu5134)","ENTITY","229101"
"cr987","Container","CR contains HU","hu5135","Handling Unit","(Container,Handling Unit)","(cr987,hu5135)","ENTITY","229102"
"cr987","Container","CR for TD","td284","Transport Document","(Container,Transport Document)","(cr987,td284)","ENTITY","229103"
"cr928","Container","CR contains HU","hu5136","Handling Unit","(Container,Handling Unit)","(cr928,hu5136)","ENTITY","229104"
"cr928","Container","CR contains HU","hu5137","Handling Unit","(Container,Handling Unit)","(cr928,hu5137)","ENTITY","229105"
"cr928","Container","CR contains HU","hu5138","Handling Unit","(Container,Handling Unit)","(cr928,hu5138)","ENTITY","229106"
"cr928","Container","CR contains HU","hu5139","Handling Unit","(Container,Handling Unit)","(cr928,hu5139)","ENTITY","229107"
"cr928","Container","CR for TD","td264","Transport Document","(Container,Transport Document)","(cr928,td264)","ENTITY","229108"
"cr964","Container","CR contains HU","hu5140","Handling Unit","(Container,Handling Unit)","(cr964,hu5140)","ENTITY","229109"
"cr964","Container","CR contains HU","hu5141","Handling Unit","(Container,Handling Unit)","(cr964,hu5141)","ENTITY","229110"
"cr964","Container","CR contains HU","hu5142","Handling Unit","(Container,Handling Unit)","(cr964,hu5142)","ENTITY","229111"
"cr964","Container","CR contains HU","hu5143","Handling Unit","(Container,Handling Unit)","(cr964,hu5143)","ENTITY","229112"
"cr964","Container","CR contains HU","hu5144","Handling Unit","(Container,Handling Unit)","(cr964,hu5144)","ENTITY","229113"
"cr964","Container","CR contains HU","hu5145","Handling Unit","(Container,Handling Unit)","(cr964,hu5145)","ENTITY","229114"
"cr964","Container","CR for TD","td277","Transport Document","(Container,Transport Document)","(cr964,td277)","ENTITY","229115"
"cr974","Container","CR contains HU","hu5146","Handling Unit","(Container,Handling Unit)","(cr974,hu5146)","ENTITY","229116"
"cr974","Container","CR contains HU","hu5147","Handling Unit","(Container,Handling Unit)","(cr974,hu5147)","ENTITY","229117"
"cr974","Container","CR contains HU","hu5148","Handling Unit","(Container,Handling Unit)","(cr974,hu5148)","ENTITY","229118"
"cr974","Container","CR contains HU","hu5149","Handling Unit","(Container,Handling Unit)","(cr974,hu5149)","ENTITY","229119"
"cr974","Container","CR contains HU","hu5150","Handling Unit","(Container,Handling Unit)","(cr974,hu5150)","ENTITY","229120"
"cr974","Container","CR contains HU","hu5151","Handling Unit","(Container,Handling Unit)","(cr974,hu5151)","ENTITY","229121"
"cr974","Container","CR for TD","td279","Transport Document","(Container,Transport Document)","(cr974,td279)","ENTITY","229122"
"cr962","Container","CR contains HU","hu5152","Handling Unit","(Container,Handling Unit)","(cr962,hu5152)","ENTITY","229123"
"cr962","Container","CR contains HU","hu5153","Handling Unit","(Container,Handling Unit)","(cr962,hu5153)","ENTITY","229124"
"cr962","Container","CR contains HU","hu5154","Handling Unit","(Container,Handling Unit)","(cr962,hu5154)","ENTITY","229125"
"cr962","Container","CR contains HU","hu5155","Handling Unit","(Container,Handling Unit)","(cr962,hu5155)","ENTITY","229126"
"cr962","Container","CR contains HU","hu5156","Handling Unit","(Container,Handling Unit)","(cr962,hu5156)","ENTITY","229127"
"cr962","Container","CR for TD","td276","Transport Document","(Container,Transport Document)","(cr962,td276)","ENTITY","229128"
"cr985","Container","CR contains HU","hu5157","Handling Unit","(Container,Handling Unit)","(cr985,hu5157)","ENTITY","229129"
"cr985","Container","CR contains HU","hu5158","Handling Unit","(Container,Handling Unit)","(cr985,hu5158)","ENTITY","229130"
"cr985","Container","CR contains HU","hu5159","Handling Unit","(Container,Handling Unit)","(cr985,hu5159)","ENTITY","229131"
"cr985","Container","CR contains HU","hu5160","Handling Unit","(Container,Handling Unit)","(cr985,hu5160)","ENTITY","229132"
"cr985","Container","CR contains HU","hu5161","Handling Unit","(Container,Handling Unit)","(cr985,hu5161)","ENTITY","229133"
"cr985","Container","CR contains HU","hu5162","Handling Unit","(Container,Handling Unit)","(cr985,hu5162)","ENTITY","229134"
"cr985","Container","CR for TD","td283","Transport Document","(Container,Transport Document)","(cr985,td283)","ENTITY","229135"
"cr977","Container","CR contains HU","hu5163","Handling Unit","(Container,Handling Unit)","(cr977,hu5163)","ENTITY","229136"
"cr977","Container","CR contains HU","hu5164","Handling Unit","(Container,Handling Unit)","(cr977,hu5164)","ENTITY","229137"
"cr977","Container","CR contains HU","hu5165","Handling Unit","(Container,Handling Unit)","(cr977,hu5165)","ENTITY","229138"
"cr977","Container","CR contains HU","hu5166","Handling Unit","(Container,Handling Unit)","(cr977,hu5166)","ENTITY","229139"
"cr977","Container","CR contains HU","hu5167","Handling Unit","(Container,Handling Unit)","(cr977,hu5167)","ENTITY","229140"
"cr977","Container","CR contains HU","hu5168","Handling Unit","(Container,Handling Unit)","(cr977,hu5168)","ENTITY","229141"
"cr977","Container","CR for TD","td280","Transport Document","(Container,Transport Document)","(cr977,td280)","ENTITY","229142"
"cr995","Container","CR contains HU","hu5169","Handling Unit","(Container,Handling Unit)","(cr995,hu5169)","ENTITY","229143"
"cr995","Container","CR contains HU","hu5170","Handling Unit","(Container,Handling Unit)","(cr995,hu5170)","ENTITY","229144"
"cr995","Container","CR contains HU","hu5171","Handling Unit","(Container,Handling Unit)","(cr995,hu5171)","ENTITY","229145"
"cr995","Container","CR contains HU","hu5172","Handling Unit","(Container,Handling Unit)","(cr995,hu5172)","ENTITY","229146"
"cr995","Container","CR contains HU","hu5173","Handling Unit","(Container,Handling Unit)","(cr995,hu5173)","ENTITY","229147"
